ID,DDT_R2,DDT_logK
DNS0775,84.00916926,-2.403889511
DNS0776,97.0820366,-2.206245125
DNS0777,90.80877945,-3.040608705
DNS0778,93.40639629,-2.316585374
DNS0779,98.73564339,-0.899557213
DNS0780,91.85533791,-3.939911819
DNS0781,99.2029303,-1.895531942
DNS0783,87.24496097,-2.766135634
DNS0784,93.80613997,-3.649028245
DNS0785,97.60443876,-2.482273666
DNS0786,91.88389292,-3.011472826
DNS0787,92.87911751,-1.691341763
DNS0788,71.73705153,-3.0280335
DNS0789,88.09965519,-3.032523007
DNS0790,84.63137052,-3.038108337
DNS0792,88.51180428,-1.102068362
DNS0793,50,-4.729691798
DNS0794,89.82974548,-2.677751798
DNS0795,90.89801016,-0.775892415
DNS0796,89.19500327,-1.354928036
DNS0797,86.54515645,-2.387791151
DNS0798,62.67804243,-1.904213065
DNS0800,86.91706463,-2.345308716
DNS0802,70.06440886,-3.69197805
DNS0803,98.19437547,-2.180227599
DNS0804,93.41721339,-3.411535469
DNS0805,93.09009832,-0.934160311
DNS0806,89.58856883,-1.646310164
DNS0807,75.74470367,-2.93669218
DNS0808,95.34564526,-1.915892059
DNS0809,90.60599986,-3.903031628
DNS0810,69.74096266,-3.502942787
DNS0811,88.3834177,-1.168119161
DNS0812,93.87919019,-1.707170801
DNS0813,89.51752268,-1.788417091
DNS0815,70.80194672,-3.380131049
DNS0816,91.85533781,-3.939911823
DNS0818,90.49047402,-2.159025633
DNS0819,72.71326309,-2.241296783
DNS0820,91.21060587,-2.257851011
DNS0821,96.88835428,-0.808898921
DNS0822,99.27188655,-1.246246903
DNS0823,70.06440893,-3.691978048
DNS0824,97.31003156,-1.126236977
DNS0825,88.60916274,-2.100144302
DNS0826,56.11217586,-3.270956832
DNS0827,93.49381534,-1.521328568
DNS0828,90.29049154,-1.188373688
DNS0829,95.98545736,-2.249724095
DNS0830,90.73533098,-3.469335765
DNS0831,97.47734232,-0.884010506
DNS0832,86.45559123,-4.097306764
DNS0833,52.56355682,-2.660236108
DNS0834,99.4633823,-0.473673392
DNS0835,98.03362801,-3.26492644
DNS0836,48.2181944,-4.175041795
DNS0837,99.16498607,-0.83067179
DNS0838,96.94675359,-1.700083708
DNS0839,96.88778214,-1.916424515
DNS0840,79.0268885,-3.738465855
DNS0841,94.35900715,-1.927451204
DNS0842,91.28487083,-1.743608408
DNS0843,67.61698811,-3.819172557
DNS0844,92.25793419,-2.083704167
DNS0845,47.43254371,-0.069787246
DNS0846,90.18517615,-1.074238496
DNS0847,90.60599975,-3.903031633
DNS0848,50,1.517466444
DNS0849,56.48058405,-3.995018491
DNS0850,54.784292,-2.470055447
DNS0851,.,.
DNS0852,89.40740335,-2.141258184
DNS0853,92.35693924,-3.018141484
DNS0854,98.89376507,-2.442999122
DNS0855,67.98028554,-2.302419024
DNS0856,97.07708023,-1.518884079
DNS0857,92.70347238,-1.088570175
DNS0858,74.03486936,-3.557774807
DNS0859,94.73794331,-2.369022871
DNS0860,87.44256046,-1.954291184
DNS0861,78.24483758,-2.823267607
DNS0862,97.15078141,-2.182052476
DNS0863,79.77677331,-2.880641043
DNS0864,97.39832116,-2.043266616
DNS0865,72.83925098,-0.748239087
DNS0867,94.316064,-1.483303912
DNS0868,90.25240226,-3.055854146
DNS0869,62.46839227,-1.30790701
DNS0870,69.52037474,-1.648540666
DNS0871,92.69098301,-3.315812125
DNS0872,78.34726331,-2.349101062
DNS0873,93.06340702,-1.772895035
DNS0874,81.05419035,-1.307641394
DNS0875,98.2371664,-2.063491823
DNS0876,95.65400807,-2.622994515
DNS0877,89.06536298,-2.976219936
DNS0878,95.20916512,-3.090979987
DNS0879,70.75127654,-3.554352685
DNS0880,49.87044709,-3.93911217
DNS0881,82.96823691,-3.146986559
DNS0882,96.50027142,-3.543882217
DNS0883,79.79613001,-1.758689035
DNS0884,89.30955647,-1.513725775
DNS0885,98.5539352,-1.691182274
DNS0886,88.89514093,-0.313177172
DNS0887,97.55058751,-3.591447364
DNS0888,99.27347221,-2.283143058
DNS0889,54.75090173,-3.45381543
DNS0892,72.10659068,-3.107345378
DNS0893,76.8855079,-3.148398319
DNS0894,76.14274072,-3.020075165
DNS0895,89.36706286,-1.037796385
DNS0896,92.28219669,-2.640091389
DNS0898,96.99609216,-1.666528252
DNS0899,87.16625816,-1.916416893
DNS0900,98.35971281,-2.348362824
DNS0903,76.58065498,-2.123729174
DNS0904,72.38419052,-3.52310233
DNS0905,92.67107094,-1.359093157
DNS0906,95.86242297,-1.887906105
DNS0907,93.90211957,-2.224610568
DNS0908,98.7702306,-1.28283226
DNS0909,93.58708136,-3.815595326
DNS0910,95.00671424,-2.02065948
DNS0911,93.60389602,-2.659463563
DNS0912,83.29917644,-2.397492158
DNS0914,91.48671216,-2.309458903
DNS0916,38.54450304,-2.429135193
DNS0917,89.35764931,-2.136136353
DNS0919,95.51284676,-1.889175431
DNS0920,97.64528837,-2.094813075
DNS0921,49.87044678,-3.939112192
DNS0922,93.26201355,-1.267112381
DNS0924,92.69984617,-1.407578854
DNS0925,92.9698653,-2.893427303
DNS0926,77.29443666,-3.197845956
DNS0927,93.58708138,-3.815595325
DNS0928,97.39707154,-0.980541531
DNS0929,50,-4.729691795
DNS0930,93.58708138,-3.815595325
DNS0931,97.31733641,-2.419508074
DNS0932,85.86450281,-2.185430726
DNS0933,77.9110783,-3.136227719
DNS0934,73.69086562,-3.259328868
DNS0935,97.84732592,-1.488925154
DNS0936,94.0459073,-2.461766336
DNS0938,96.06183902,-2.037761898
DNS0939,75.11260969,-2.813644888
DNS0940,95.56775072,-1.536743676
DNS0941,70.06440931,-3.691978037
DNS0942,96.45034738,-1.05723134
DNS0943,84.49537788,-2.48335501
DNS0944,93.58708138,-3.815595325
DNS0945,80.25476484,-3.288725662
DNS0946,97.79563596,-1.023929625
DNS0947,58.84976107,-3.974600863
DNS0948,95.75726908,-2.933065874
DNS0949,98.31363119,-1.937006814
DNS0951,77.73421856,-2.989978314
DNS0952,97.38640018,-1.348068059
DNS0953,95.2201697,-2.28590542
DNS0954,94.64098845,-3.058608138
DNS0955,92.85856828,-3.35485774
DNS0956,88.59930454,-1.636327618
DNS0957,50,-4.729691806
DNS0958,85.75436039,-3.16573072
DNS0959,95.83742815,-3.286091866
DNS0960,97.04555259,-3.182995558
DNS0961,92.60527309,-1.789298632
DNS0962,32.47501601,-3.994319794
DNS0964,35.19855946,-4.382050501
DNS0965,93.80613982,-3.649028254
DNS0966,94.95411463,-1.012260899
DNS0967,95.99326258,-2.391450144
DNS0968,95.84426941,-2.043774679
DNS0969,98.23649008,-1.561977814
DNS0970,75.18787871,-3.116112725
DNS0971,77.55868826,-3.592731488
DNS0972,94.35506102,-2.818677973
DNS0973,54.00289531,-3.358849525
DNS0974,66.26072191,-3.328969413
DNS0975,72.74019258,-4.319311515
DNS0977,98.97890987,-3.39308342
DNS0978,96.2026733,-2.810750266
DNS0979,60.63237258,-3.350221307
DNS0980,85.1126376,-2.924314721
DNS0981,93.61925502,-2.186283708
DNS0982,90.12472788,-2.412484142
DNS0983,99.4563586,-2.157979541
DNS0984,56.26841646,-3.13096431
DNS0985,91.19838477,-2.414556818
DNS0986,95.13551559,-2.403999888
DNS0988,88.09561088,-2.713805547
DNS0989,95.86361881,-3.178538727
DNS0990,98.96216093,-3.204529825
DNS0991,92.06660344,-3.099895271
DNS0992,98.50423175,-2.41261482
DNS0994,84.68244049,-3.146758846
DNS0995,90.31950042,-1.80102159
DNS0996,96.06353365,-1.899215591
DNS0997,81.69965608,-2.799875351
DNS0998,98.3006455,-2.090818713
DNS0999,91.975412,-2.163041024
DNS1000,89.18282666,-2.149797354
DNS1001,96.99345489,-2.433000078
DNS1002,53.52687291,-3.625103011
DNS1003,93.85249431,-1.485708214
DNS1004,83.43324794,-2.100459611
DNS1005,94.00562836,-2.975097377
DNS1006,87.14581649,-2.04386171
DNS1007,86.45559043,-4.097306788
DNS1008,93.08883043,-3.320284268
DNS1010,91.20419637,-2.317068055
DNS1011,73.15443733,-2.378837015
DNS1012,91.67708898,-3.655065246
DNS1013,94.97541594,-1.633997107
DNS1014,84.13827584,-3.170223886
DNS1015,94.75888339,-1.701936145
DNS1016,55.98551706,-1.590205889
DNS1017,95.08292777,-0.854624366
DNS1018,95.94641488,-1.581030341
DNS1019,87.06635589,-3.03229122
DNS1020,96.2299583,-1.672818252
DNS1021,95.37883731,-1.664234957
DNS1022,75.57864384,-3.12052838
DNS1023,72.95577198,-4.031219409
DNS1024,50.41144927,-3.731334177
DNS1025,91.0074354,-2.107206631
DNS1026,97.29868808,-2.163198814
DNS1027,58.61640716,-1.097149578
DNS1029,61.40258771,-1.913921061
DNS1030,71.45052772,-3.500955168
DNS1031,92.22410913,-2.737948259
DNS1032,67.39017999,-3.58781812
DNS1033,58.49480662,-3.648744482
DNS1035,91.11272504,-1.830759476
DNS1036,91.91286409,-3.007331615
DNS1037,62.85352842,-2.608884778
DNS1039,75.41954723,-3.059429475
DNS1041,87.91610318,-2.964850898
DNS1042,61.27402911,-3.440486719
DNS1043,95.47311755,-3.66383151
DNS1044,68.17142787,-3.134307837
DNS1045,95.29083581,-2.732730465
DNS1046,94.64926292,-2.980329138
DNS1048,74.71252567,-3.701389157
DNS1049,75.80938211,-1.967477427
DNS1050,99.19567803,-2.537003491
DNS1051,93.43291273,-3.106550793
DNS1052,90.37501645,-2.370341267
DNS1053,93.81979219,-2.855173993
DNS1054,92.69098298,-3.315812127
DNS1055,83.11117823,-3.464562634
DNS1056,90.49894835,-1.498739072
DNS1057,87.17506509,-3.084971261
DNS1058,79.41076654,-3.116524081
DNS1060,98.1027757,-2.32805014
DNS1061,98.17890424,-3.276013611
DNS1062,92.79671806,-2.201000563
DNS1063,95.77586835,-1.676264307
DNS1064,80.20890121,-3.428475505
DNS1065,96.5182863,-2.287360971
DNS1066,77.53212814,-3.704580879
DNS1067,60.3565591,-3.349895557
DNS1068,92.57871943,-2.077188335
DNS1069,93.49916731,-2.153170482
DNS1070,84.93384208,-2.982811095
DNS1071,90.08423388,-2.073067565
DNS1072,91.84601401,-2.616145391
DNS1073,69.03830864,-1.06241725
DNS1074,93.35299837,-1.97447109
DNS1075,62.25320897,-1.602763176
DNS1076,95.59557096,-2.624175859
DNS1077,82.92645204,-1.810225002
DNS1078,98.007536,-1.702503703
DNS1079,91.26238647,-1.88048997
DNS1080,97.36578888,-2.49726353
DNS1081,82.99557229,-2.224875157
DNS1082,93.28030217,-2.456020429
DNS1083,98.76257556,-1.855548368
DNS1084,92.09576928,-2.020636321
DNS1086,98.23886431,-2.057465118
DNS1087,75.02725278,-3.106348698
DNS1088,92.6645658,-0.755690171
DNS1089,79.21211917,-3.719358042
DNS1091,93.58570169,-1.889322535
DNS1092,95.16568182,-2.206458681
DNS1093,98.22794226,-2.077708139
DNS1094,93.55972747,-2.028463129
DNS1095,93.83515463,-1.968450787
DNS1096,50,-4.209411294
DNS1097,89.96668254,-1.965651571
DNS1098,95.64324445,-1.6725161
DNS1099,92.7280421,-2.434129194
DNS1100,89.57641123,-2.738846889
DNS1102,77.9542342,-3.049197494
DNS1103,76.07081895,-2.745801496
DNS1104,96.57267067,-1.880637837
DNS1105,90.27346708,-2.886150694
DNS1106,69.86092394,-1.877966281
DNS1107,95.60353066,-2.481513613
DNS1109,83.90272606,-1.717390573
DNS1110,84.71530655,-3.061860097
DNS1111,53.45694256,-3.970956564
DNS1112,58.84976019,-3.974600894
DNS1113,86.35233652,-2.423989667
DNS1114,93.12780193,-3.105224643
DNS1115,96.6040272,-2.766789561
DNS1116,96.20618126,-1.893607094
DNS1118,82.60061989,-3.325891432
DNS1119,50,-4.729691796
DNS1120,57.50297252,-3.482109937
DNS1121,89.64843751,-1.842961289
DNS1123,92.23707655,-2.909444991
DNS1124,85.64248631,-3.014261463
DNS1125,70.86746302,-3.500674913
DNS1126,86.72368616,-3.756085956
DNS1127,96.72450057,-1.606111887
DNS1128,0,0
DNS1130,72.74019279,-4.31931151
DNS1131,78.44078303,-2.719751252
DNS1132,98.01613904,-2.484887459
DNS1133,94.13416416,-1.694947621
DNS1134,86.38015229,-2.777414075
DNS1135,90.24612605,-1.919126074
DNS1136,35.85086494,-4.505006903
DNS1137,96.72905848,-2.884589524
DNS1138,79.53040265,-2.36298459
DNS1139,80.54604186,-4.053152568
DNS1140,98.46995188,-2.599720815
DNS1141,50.75189304,-2.281469106
DNS1142,80.3561412,-2.776634204
DNS1143,73.42574926,-1.70542774
DNS1144,88.14159773,-1.298495044
DNS1145,96.06986414,-1.745106438
DNS1146,87.19786177,-0.971954749
DNS1147,71.3202413,-4.085765877
DNS1148,73.57586759,-3.138247484
DNS1149,96.21323639,-1.685015321
DNS1150,98.29767387,-1.661788792
DNS1151,87.30973759,-1.835466746
DNS1153,78.78041585,-3.71575489
DNS1154,98.41892644,-1.399826051
DNS1155,89.85393351,-2.28835096
DNS1157,92.8165641,-2.141120237
DNS1158,94.56676839,-1.476952055
DNS1159,95.71344713,-2.738414027
DNS1160,77.55868819,-3.59273149
DNS1161,82.12910481,-2.614590402
DNS1162,93.74336332,-3.711533681
DNS1163,95.99935523,-3.234697611
DNS1165,95.1194654,-2.36366707
DNS1166,90.63675867,-2.491120647
DNS1168,99.02812353,-0.694646194
DNS1169,98.42736656,-1.960679386
DNS1170,91.94721895,-2.932022874
DNS1171,88.70582211,-1.96067462
DNS1172,96.87397664,-3.156935745
DNS1173,85.13611329,-3.605318232
DNS1174,84.11059819,-2.296840222
DNS1175,88.05667556,-2.041800732
DNS1176,93.15419734,-2.590459698
DNS1177,91.1452763,-2.308774614
DNS1178,94.52841774,-2.274673626
DNS1179,77.17071816,-3.097456587
DNS1180,97.63763784,-1.26777885
DNS1181,86.68654275,-2.869629289
DNS1182,33.11114539,-3.547022185
DNS1183,79.21261928,-2.289939596
DNS1184,99.27460028,-1.440683665
DNS1185,94.32995028,-2.178624209
DNS1187,71.13652157,-0.53956859
DNS1188,93.02525638,-2.448289998
DNS1189,85.20882399,-2.402580734
DNS1190,86.31603541,-2.625921035
DNS1192,91.94255766,-2.295835931
DNS1194,85.13611359,-3.605318222
DNS1195,51.65847404,-3.363308707
DNS1196,95.1127721,-1.640344005
DNS1197,62.69615293,-2.450259748
DNS1198,80.42137938,-3.327032558
DNS1199,86.45559036,-4.09730679
DNS1200,89.51230684,-2.60646242
DNS1202,90.44951378,-2.538567506
DNS1203,97.29362673,-1.838910217
DNS1204,96.87354128,-1.768064185
DNS1205,50,-4.730279752
DNS1206,59.23830558,-1.651162791
DNS1207,93.53089312,-2.137803085
DNS1208,91.89239922,-1.877154079
DNS1209,50,-4.209411307
DNS1210,92.17251261,-1.938046402
DNS1211,77.33627941,-3.449548065
DNS1212,35.88580484,-3.910896741
DNS1213,98.64554548,-2.723124983
DNS1214,94.30600861,-1.291592497
DNS1215,92.57098621,-3.483650799
DNS1216,78.90397248,-3.203299062
DNS1219,87.80937784,-2.738681827
DNS1220,92.54941036,-1.618085221
DNS1221,86.26215733,-0.266364297
DNS1222,95.47304214,-1.787210865
DNS1223,96.76750644,-2.22758486
DNS1226,97.89521784,-1.858671866
DNS1227,87.33963632,-2.055857932
DNS1229,50,-4.729691799
DNS1230,96.21414636,-1.19904767
DNS1231,63.65672397,-3.42056775
DNS1232,93.54400081,-2.25142659
DNS1233,91.37450797,-1.313871635
DNS1235,96.74898244,-3.123183972
DNS1236,73.94220467,-2.213058554
DNS1237,91.05115764,-2.918232967
DNS1238,89.32526627,-2.339836911
DNS1239,82.09065846,-2.111255768
DNS1240,96.32057032,-1.11444796
DNS1241,91.88389292,-3.011472826
DNS1243,50,-4.729691795
DNS1244,91.85533791,-3.939911819
DNS1245,87.10670818,-2.272129954
DNS1246,98.60877542,-2.464371858
DNS1248,78.97236931,-2.410710251
DNS1249,92.45755574,-2.518801382
DNS1250,93.57027641,-2.266755666
DNS1251,60.3501751,-2.824016219
DNS1252,95.94722267,-1.899097988
DNS1253,85.78960453,-2.876887892
DNS1254,94.79920133,-2.260550579
DNS1255,48.93680696,-3.987455934
DNS1256,98.07612338,-1.877418332
DNS1257,60.92632765,-3.353505164
DNS1258,78.63358159,-3.022443034
DNS1260,62.66130632,-4.258552632
DNS1261,70.71122594,-2.699010214
DNS1262,91.21384599,-2.536978644
DNS1263,95.68878962,-1.671730887
DNS1264,50,-4.729691777
DNS1265,50,-4.729691777
DNS1266,97.02186197,-1.70325476
DNS1267,96.28542858,-2.420084131
DNS1269,79.63630302,-2.415902121
DNS1270,95.89948479,-2.509039235
DNS1271,90.90241617,-2.256607553
DNS1272,65.99936758,-3.270952357
DNS1273,52.00325358,-3.551751938
DNS1274,87.96322706,-2.286318023
DNS1275,94.93386487,-1.5257801
DNS1276,78.26195436,-2.028965367
DNS1277,78.64717968,-3.874492549
DNS1278,91.51715253,-1.691939417
DNS1279,92.18230854,-2.00983786
DNS1280,95.47311754,-3.663831511
DNS1281,98.11423302,-2.51159866
DNS1282,98.08242179,-2.59138465
DNS1283,86.54528697,-2.551331442
DNS1285,72.95577241,-4.031219399
DNS1286,93.39743668,-1.798943815
DNS1287,90.89927955,-3.53160657
DNS1288,99.27003409,-2.486093064
DNS1289,77.30741404,-3.84775547
DNS1290,97.41969293,-2.242535172
DNS1291,44.34511282,-3.577393209
DNS1293,99.49106578,-1.48748957
DNS1294,99.21317822,-2.293934827
DNS1295,98.98645868,-2.293084945
DNS1296,77.27459866,-3.13465656
DNS1297,99.49648482,-2.280407606
DNS1298,95.05449763,-1.462994741
DNS1299,92.56851733,-1.96784568
DNS1300,97.58531997,-2.085127931
DNS1301,50,-4.729691848
DNS1302,97.49897228,-2.576800052
DNS1303,94.28065574,-2.616665909
DNS1304,68.24213398,-3.535073409
DNS1305,73.66257769,-2.856372286
DNS1306,94.62347491,-1.809869985
DNS1307,86.58870108,-1.39141764
DNS1308,40.75926257,-4.292969735
DNS1309,92.05192487,-1.934299383
DNS1310,94.1298089,-1.727416053
DNS1311,99.24300278,-1.628187803
DNS1312,89.69175287,-3.46900076
DNS1314,73.42587035,-1.426955956
DNS1315,97.89449965,-2.782585219
DNS1316,97.89666544,-2.405510483
DNS1317,67.04316874,-4.324704599
DNS1318,92.14132674,-2.494129831
DNS1319,82.35065658,-3.122554077
DNS1320,98.49212664,-2.169297083
DNS1321,89.8605618,-3.418233834
DNS1322,89.38771038,-1.326579585
DNS1323,73.0156204,-3.67013285
DNS1324,95.19752534,-1.723703851
DNS1325,96.84323537,-2.726774062
DNS1326,98.60824137,-2.003597204
DNS1327,77.03375044,-2.735149919
DNS1328,93.58061595,-1.459233079
DNS1329,86.45559046,-4.097306787
DNS1330,98.98703953,-1.580778756
DNS1331,95.14622212,-0.77814357
DNS1332,97.80745467,-1.910833121
DNS1333,64.79516803,-3.343623833
DNS1334,52.12103421,-3.942737177
DNS1335,92.53670883,-2.502745017
DNS1336,85.66718089,-3.507579541
DNS1337,96.59741683,-1.70886729
DNS1338,91.65141966,-2.229874267
DNS1339,64.76530259,-3.62488351
DNS1340,50,-4.729691785
DNS1341,65.20908235,-2.388341051
DNS1342,70.35196001,-3.61427684
DNS1343,97.64130032,-2.349723578
DNS1345,84.82473701,-3.884152204
DNS1347,87.3060943,-3.344362599
DNS1348,96.91114032,-1.799217219
DNS1349,90.86806307,-2.54173919
DNS1350,95.90099773,-2.907714559
DNS1352,97.27427505,-2.084731546
DNS1353,96.84922725,-2.696580698
DNS1354,88.78180581,-1.381103152
DNS1355,64.11014123,-3.638189498
DNS1356,92.57686457,-2.303426916
DNS1358,95.24683927,-1.642758081
DNS1359,93.87026087,-1.577339413
DNS1360,93.30668007,-2.29162589
DNS1361,93.22652251,-2.829807515
DNS1362,96.99355159,-1.306327117
DNS1363,89.42514637,-2.667335545
DNS1364,97.10405464,-3.575018911
DNS1365,95.52730483,-2.145793062
DNS1366,98.77312543,-2.3440867
DNS1367,.,.
DNS1369,98.69961644,-3.168611475
DNS1370,90.23436635,-2.393898966
DNS1371,76.88550777,-3.148398325
DNS1372,83.28811456,-3.722500274
DNS1373,73.63878874,-3.591853854
DNS1374,98.51638019,-1.870440359
DNS1375,92.829845,-2.684164371
DNS1376,74.98072881,-3.039204275
DNS1377,98.42647816,-2.25169943
DNS1378,83.95557847,-2.252882214
DNS1379,79.32107022,-2.597642046
DNS1380,65.00983431,-1.591681325
DNS1381,99.67879419,-2.561184809
DNS1382,98.22676754,-2.0763657
DNS1384,96.79684397,-2.274085296
DNS1385,72.74019162,-4.31931154
DNS1386,84.11059815,-2.296840226
DNS1387,52.12103424,-3.942737175
DNS1388,98.13448617,-2.329681189
DNS1389,98.15795993,-1.866211212
DNS1390,99.25343918,-1.435734551
DNS1391,96.25131771,-1.650701868
DNS1392,88.4562935,-1.775349983
DNS1393,95.67730595,-2.704075692
DNS1394,85.59705249,-3.637975288
DNS1396,92.50058516,-2.813922867
DNS1397,79.80715377,-2.685319844
DNS1398,98.37553778,-3.180978122
DNS1399,98.78222294,-1.859941257
DNS1400,96.48257683,-2.024282981
DNS1401,98.65781116,-2.181817072
DNS1402,59.47878397,-3.286659467
DNS1404,70.06440939,-3.691978035
DNS1405,99.34452208,-2.038572874
DNS1406,99.19051717,-1.67921533
DNS1407,94.02568746,-2.030605149
DNS1408,92.4550965,-1.980222687
DNS1409,89.43068052,-2.179140515
DNS1410,97.02663481,-3.512074222
DNS1411,73.35725228,-3.372748192
DNS1412,87.41398543,-2.376414426
DNS1413,56.18780175,-4.229665687
DNS1414,92.15554813,-3.116364418
DNS1415,98.27167905,-1.599692799
DNS1416,96.1395541,-1.845989899
DNS1417,98.17966714,-2.302816228
DNS1418,97.56287023,-2.005616869
DNS1419,84.13298865,-3.473643258
DNS1421,98.51503355,-2.356676068
DNS1423,94.56461612,-2.082255296
DNS1424,90.67320228,-1.485798593
DNS1425,97.25008926,-2.168538558
DNS1426,96.50226851,-3.5608734
DNS1427,74.02652676,-2.905537594
DNS1428,50,-4.729691786
DNS1429,87.70898529,-1.315234918
DNS1430,96.4026807,-2.911284939
DNS1431,96.40941349,-2.525862731
DNS1432,95.20916513,-3.090979986
DNS1433,98.72376476,-1.649930258
DNS1434,96.75330375,-1.900490128
DNS1435,96.7783385,-1.822439696
DNS1436,93.98586666,-1.830527396
DNS1437,85.17561417,-2.467352861
DNS1438,92.11205858,-1.914172242
DNS1439,68.58371035,-3.373598754
DNS1440,84.49920129,-3.369302857
DNS1441,95.11705539,-2.438629097
DNS1442,88.20234955,-3.363643831
DNS1443,82.15055076,-3.445084931
DNS1444,90.20324242,-2.248164376
DNS1445,84.12936266,-2.947386458
DNS1447,99.07567441,-2.01779846
DNS1448,93.71412608,-2.550532647
DNS1450,74.62892401,-2.242287111
DNS1451,93.66238903,-2.807872006
DNS1454,87.13018967,-2.520389306
DNS1455,30.2467105,-4.434401113
DNS1456,96.47199357,-1.57704774
DNS1457,96.66581376,-2.047081279
DNS1458,96.17020464,-1.758378182
DNS1459,96.99485386,-2.253738106
DNS1460,96.02537005,-2.476030144
DNS1461,85.56742612,-3.063370224
DNS1462,75.18787865,-3.116112727
DNS1463,96.04736145,-2.175013418
DNS1464,78.52190765,-3.385706171
DNS1465,83.28811527,-3.722500252
DNS1466,96.12146476,-1.629042158
DNS1467,97.41434629,-2.501746974
DNS1468,96.76747255,-2.197758841
DNS1469,82.82596902,-1.507781426
DNS1470,98.215266,-2.273236468
DNS1471,98.51025342,-1.299938265
DNS1474,74.41554225,-2.766735633
DNS1476,67.83411614,-3.268494401
DNS1478,86.82758159,-3.731669617
DNS1479,98.064731,-2.148417527
DNS1480,86.25823493,-3.027494396
DNS1481,95.90076224,-2.21759645
DNS1482,96.26036175,-2.052466962
DNS1483,92.25809428,-2.126997412
DNS1484,99.34019982,-1.370583525
DNS1485,65.5199625,-2.183113929
DNS1486,98.59567145,-2.831440905
DNS1487,96.01751204,-3.151055641
DNS1488,85.4381829,-1.639224878
DNS1490,97.82782243,-2.341619339
DNS1491,61.93336531,-3.483303292
DNS1492,97.5240231,-0.909001496
DNS1493,87.92463649,-2.06014415
DNS1494,90.80877937,-3.040608711
DNS1497,90.60599992,-3.903031626
DNS1498,98.64276397,-1.9475568
DNS1500,80.1028344,-3.085097998
DNS1501,90.45081206,-3.085668647
DNS1502,94.58094501,-2.160547619
DNS1503,34.83240325,-4.195338118
DNS1504,97.5993477,-3.200328673
DNS1505,97.45536144,-3.249266454
DNS1507,98.5083471,-1.912498135
DNS1509,83.63324141,-2.776119532
DNS1511,98.84607063,-2.191129928
DNS1513,88.57630714,-2.789891196
DNS1514,86.45559051,-4.097306785
DNS1515,81.52360601,-2.456434675
DNS1516,98.83217569,-2.484138509
DNS1517,98.05267138,-1.678978562
DNS1518,96.68385865,-2.521672447
DNS1519,97.78119383,-2.414133999
DNS1521,99.45886924,-0.919001829
DNS1522,90.37632316,-1.685247337
DNS1523,90.58513122,-1.976076188
DNS1524,97.53493874,-2.539293
DNS1526,95.91460592,-2.411775135
